resena_key,pedido_id,fecha_key,fecha,dia,nombre_dia,es_fin_de_semana,semana_anio,mes,nombre_mes,trimestre,anio,anio_mes,cliente_key,cliente_id,alias_cliente,ciudad_cliente,pais_cliente,segmento_cliente,restaurante_key,restaurante_id,nombre_restaurante,cocina_restaurante,ciudad_restaurante,pais_restaurante,nivel_rating_restaurante,calificacion,tiene_comentario,comentario
14193,39242,20250810,2025-08-10,10,Sunday,1,33,8,August,3,2025,2025-08,3865,3866,Cliente_003866,Sao Paulo,Brazil,Recurrente,1241,1242,Sao Paulo Bangkok Diner,Thai,Sao Paulo,Brazil,Medio,3.0,1,Decent but could be better.
14194,39245,20250215,2025-02-15,15,Saturday,1,7,2,February,1,2025,2025-02,454,455,Cliente_000455,Delhi,India,Recurrente,1244,1245,Delhi Aleppo Place,Middle Eastern,Delhi,India,Alto,3.4,0,
14195,39247,20260307,2026-03-07,7,Saturday,1,10,3,March,1,2026,2026-03,1809,1810,Cliente_001810,Tokyo,Japan,Recurrente,1246,1247,Tokyo Lantern Cafe,Vietnamese,Tokyo,Japan,Bajo,4.4,0,
14196,39249,20260507,2026-05-07,7,Thursday,0,19,5,May,2,2026,2026-05,3765,3766,Cliente_003766,Brasilia,Brazil,EnRiesgo,1248,1249,Brasilia Tapas Table,Spanish,Brasilia,Brazil,Medio,4.7,0,
14197,39252,20260413,2026-04-13,13,Monday,0,16,4,April,2,2026,2026-04,2855,2856,Cliente_002856,Hyderabad,India,VIP,1251,1252,Hyderabad Agave Garden,Mexican,Hyderabad,India,Medio,4.7,0,
14198,39253,20260215,2026-02-15,15,Sunday,1,8,2,February,1,2026,2026-02,3643,3644,Cliente_003644,Hyderabad,India,Recurrente,1252,1253,Hyderabad Charcoal Bistro,Korean,Hyderabad,India,Alto,3.2,1,"Average experience, nothing special."
14199,39255,20251122,2025-11-22,22,Saturday,1,47,11,November,4,2025,2025-11,3675,3676,Cliente_003676,Nagoya,Japan,VIP,1254,1255,Nagoya Amelie Eatery,French,Nagoya,Japan,Medio,4.3,1,"Loved it, definitely recommend."
14200,39257,20260417,2026-04-17,17,Friday,0,16,4,April,2,2026,2026-04,2497,2498,Cliente_002498,Fortaleza,Brazil,Recurrente,1256,1257,Fortaleza Orchid Place,Thai,Fortaleza,Brazil,Medio,5.0,0,
14201,39258,20250610,2025-06-10,10,Tuesday,0,24,6,June,2,2025,2025-06,5424,5425,Cliente_005425,New York,United States,VIP,1257,1258,New York Piazza House,Italian,New York,United States,Alto,3.1,0,
14202,39264,20260521,2026-05-21,21,Thursday,0,21,5,May,2,2026,2026-05,3385,3386,Cliente_003386,Delhi,India,Recurrente,1263,1264,Los Angeles Sevilla Garden,Spanish,Los Angeles,United States,Bajo,3.2,1,"It was fine, some items were cold."
14203,39270,20260821,2026-08-21,21,Friday,0,34,8,August,3,2026,2026-08,1167,1168,Cliente_001168,Delhi,India,Recurrente,1269,1270,Delhi Champs House,French,Delhi,India,Bajo,2.8,0,
14204,39273,20260629,2026-06-29,29,Monday,0,27,6,June,2,2026,2026-06,149,150,Cliente_000150,Tokyo,Japan,VIP,1272,1273,Delhi Vineyard Table,Italian,Delhi,India,Alto,2.7,0,
14205,39274,20250205,2025-02-05,5,Wednesday,0,6,2,February,1,2025,2025-02,190,191,Cliente_000191,Tokyo,Japan,Recurrente,1273,1274,Tokyo Levant Kitchen & Bar,Mediterranean,Tokyo,Japan,Medio,3.0,0,
14206,39279,20260619,2026-06-19,19,Friday,0,25,6,June,2,2026,2026-06,674,675,Cliente_000675,New York,United States,Recurrente,1278,1279,New York Madrid Eatery,Spanish,New York,United States,Medio,5.0,1,Consistently good quality.
14207,39283,20250428,2025-04-28,28,Monday,0,18,4,April,2,2025,2025-04,974,975,Cliente_000975,Yokohama,Japan,Recurrente,1282,1283,London Gangnam Cafe,Korean,London,United Kingdom,Alto,3.8,1,Decent but could be better.
14208,39284,20260829,2026-08-29,29,Saturday,1,35,8,August,3,2026,2026-08,1115,1116,Cliente_001116,Birmingham,United Kingdom,VIP,1283,1284,Birmingham Uptown Kitchen,American,Birmingham,United Kingdom,Bajo,5.0,0,
14209,39293,20260811,2026-08-11,11,Tuesday,0,33,8,August,3,2026,2026-08,5950,5951,Cliente_005951,London,United Kingdom,Recurrente,1292,1293,Tokyo Cerrado Place,Brazilian,Tokyo,Japan,Medio,4.3,0,
14210,39294,20260710,2026-07-10,10,Friday,0,28,7,July,3,2026,2026-07,1656,1657,Cliente_001657,Bangalore,India,Recurrente,1293,1294,Bangalore Barcelona House,Spanish,Bangalore,India,Alto,4.3,0,
14211,39299,20250513,2025-05-13,13,Tuesday,0,20,5,May,2,2025,2025-05,2246,2247,Cliente_002247,Birmingham,United Kingdom,VIP,1298,1299,Birmingham Diner Grill,American,Birmingham,United Kingdom,Alto,5.0,1,"Loved it, definitely recommend."
14212,39303,20260622,2026-06-22,22,Monday,0,26,6,June,2,2026,2026-06,1516,1517,Cliente_001517,London,United Kingdom,VIP,1302,1303,London Vino Eatery,Italian,London,United Kingdom,Alto,3.0,0,
14213,39304,20260820,2026-08-20,20,Thursday,0,34,8,August,3,2026,2026-08,2461,2462,Cliente_002462,Hyderabad,India,VIP,1303,1304,Hyderabad Olive Corner,Mediterranean,Hyderabad,India,Medio,3.8,0,
14214,39305,20260615,2026-06-15,15,Monday,0,25,6,June,2,2026,2026-06,4675,4676,Cliente_004676,Mumbai,India,Recurrente,1304,1305,Mumbai Cedar Grove Place,Middle Eastern,Mumbai,India,Bajo,2.6,1,"Food was okay, delivery took a while."
14215,39306,20250817,2025-08-17,17,Sunday,1,34,8,August,3,2025,2025-08,890,891,Cliente_000891,Tokyo,Japan,Recurrente,1305,1306,Tokyo Jade House,Chinese,Tokyo,Japan,Bajo,2.9,0,
14216,39307,20250428,2025-04-28,28,Monday,0,18,4,April,2,2025,2025-04,3024,3025,Cliente_003025,Brasilia,Brazil,Recurrente,1306,1307,Brasilia Bamboo Bowl Cafe,Vietnamese,Brasilia,Brazil,Bajo,3.5,1,"Average experience, nothing special."
14217,39308,20260807,2026-08-07,7,Friday,0,32,8,August,3,2026,2026-08,1991,1992,Cliente_001992,Chennai,India,VIP,1307,1308,Chennai Ipanema Kitchen,Brazilian,Chennai,India,Alto,2.6,1,Decent but could be better.
14218,39312,20251023,2025-10-23,23,Thursday,0,43,10,October,4,2025,2025-10,1506,1507,Cliente_001507,Bangalore,India,VIP,1311,1312,Bangalore Fiesta Garden,Mexican,Bangalore,India,Alto,2.7,0,
14219,39314,20260218,2026-02-18,18,Wednesday,0,8,2,February,1,2026,2026-02,4448,4449,Cliente_004449,London,United Kingdom,VIP,1313,1314,London Smokehouse Diner,American,London,United Kingdom,Medio,4.2,0,
14220,39320,20251224,2025-12-24,24,Wednesday,0,52,12,December,4,2025,2025-12,4355,4356,Cliente_004356,Sao Paulo,Brazil,Recurrente,1319,1320,Sao Paulo Oasis Kitchen,Middle Eastern,Sao Paulo,Brazil,Bajo,4.2,0,
14221,39325,20260302,2026-03-02,2,Monday,0,10,3,March,1,2026,2026-03,372,373,Cliente_000373,Fortaleza,Brazil,VIP,1324,1325,Fortaleza Masala Bistro,Indian,Fortaleza,Brazil,Medio,2.4,0,
14222,39327,20260113,2026-01-13,13,Tuesday,0,3,1,January,1,2026,2026-01,1224,1225,Cliente_001225,Delhi,India,VIP,1326,1327,Delhi Salsa Eatery,Mexican,Delhi,India,Alto,3.3,0,
14223,39328,20260821,2026-08-21,21,Friday,0,34,8,August,3,2026,2026-08,1215,1216,Cliente_001216,Tokyo,Japan,VIP,1327,1328,Tokyo Seoul Corner,Korean,Tokyo,Japan,Medio,2.2,1,Delivery was very delayed.
14224,39331,20251023,2025-10-23,23,Thursday,0,43,10,October,4,2025,2025-10,3883,3884,Cliente_003884,Delhi,India,EnRiesgo,1330,1331,Delhi Koi Cafe,Japanese,Delhi,India,Bajo,3.2,0,
14225,39332,20260824,2026-08-24,24,Monday,0,35,8,August,3,2026,2026-08,351,352,Cliente_000352,Bangalore,India,VIP,1331,1332,London Siam Kitchen,Thai,London,United Kingdom,Alto,4.6,1,Consistently good quality.
14226,39337,20251216,2025-12-16,16,Tuesday,0,51,12,December,4,2025,2025-12,3028,3029,Cliente_003029,Los Angeles,United States,VIP,1336,1337,Los Angeles Saigon Bistro,Vietnamese,Los Angeles,United States,Medio,4.6,0,
14227,39344,20260829,2026-08-29,29,Saturday,1,35,8,August,3,2026,2026-08,438,439,Cliente_000439,Rio de Janeiro,Brazil,Recurrente,1343,1344,Rio de Janeiro Liberty Kitchen,American,Rio de Janeiro,Brazil,Alto,2.8,0,
14228,39347,20260731,2026-07-31,31,Friday,0,31,7,July,3,2026,2026-07,4519,4520,Cliente_004520,Rio de Janeiro,Brazil,Recurrente,1346,1347,Hyderabad Basil Grill,Thai,Hyderabad,India,Bajo,3.4,0,
14229,39348,20260712,2026-07-12,12,Sunday,1,29,7,July,3,2026,2026-07,1293,1294,Cliente_001294,Sao Paulo,Brazil,VIP,1347,1348,Sao Paulo Roma Garden,Italian,Sao Paulo,Brazil,Alto,1.8,1,Delivery was very delayed.
14230,39354,20251228,2025-12-28,28,Sunday,1,53,12,December,4,2025,2025-12,4657,4658,Cliente_004658,London,United Kingdom,VIP,1353,1354,Bangalore Flamenco House,Spanish,Bangalore,India,Medio,3.8,0,
14231,39356,20260610,2026-06-10,10,Wednesday,0,24,6,June,2,2026,2026-06,4621,4622,Cliente_004622,Mumbai,India,VIP,1355,1356,Mumbai Aegean Blue Kitchen,Greek,Mumbai,India,Medio,3.7,0,
14232,39357,20250329,2025-03-29,29,Saturday,1,13,3,March,1,2025,2025-03,5005,5006,Cliente_005006,Mumbai,India,VIP,1356,1357,Mumbai Frontera Table,Mexican,Mumbai,India,Medio,5.0,1,Excellent service and tasty food.
14233,39359,20260625,2026-06-25,25,Thursday,0,26,6,June,2,2026,2026-06,1286,1287,Cliente_001287,Rio de Janeiro,Brazil,Recurrente,1358,1359,Rio de Janeiro Classic Grill,American,Rio de Janeiro,Brazil,Alto,3.3,0,
14234,39361,20260619,2026-06-19,19,Friday,0,25,6,June,2,2026,2026-06,3473,3474,Cliente_003474,Delhi,India,VIP,1360,1361,Sao Paulo Zen Bistro,Japanese,Sao Paulo,Brazil,Medio,3.6,1,Decent but could be better.
14235,39362,20251122,2025-11-22,22,Saturday,1,47,11,November,4,2025,2025-11,1400,1401,Cliente_001401,New York,United States,VIP,1361,1362,New York Bangkok Diner,Thai,New York,United States,Medio,3.1,0,
14236,39364,20260213,2026-02-13,13,Friday,0,7,2,February,1,2026,2026-02,2196,2197,Cliente_002197,Delhi,India,Recurrente,1363,1364,Delhi Coastal Corner,Mediterranean,Delhi,India,Medio,4.2,0,
14237,39365,20250427,2025-04-27,27,Sunday,1,18,4,April,2,2025,2025-04,3445,3446,Cliente_003446,New York,United States,VIP,1364,1365,Rio de Janeiro Aleppo Place,Middle Eastern,Rio de Janeiro,Brazil,Alto,4.1,0,
14238,39368,20260327,2026-03-27,27,Friday,0,13,3,March,1,2026,2026-03,3897,3898,Cliente_003898,Bangalore,India,EnRiesgo,1367,1368,London Bossa Kitchen,Brazilian,London,United Kingdom,Medio,2.7,1,"Average experience, nothing special."
14239,39369,20260830,2026-08-30,30,Sunday,1,36,8,August,3,2026,2026-08,1841,1842,Cliente_001842,Mumbai,India,VIP,1368,1369,Mumbai Tapas Table,Spanish,Mumbai,India,Bajo,2.0,1,Delivery was very delayed.
14240,39370,20260609,2026-06-09,9,Tuesday,0,24,6,June,2,2026,2026-06,3548,3549,Cliente_003549,Brasilia,Brazil,Recurrente,1369,1370,Brasilia Saffron Kitchen & Bar,Indian,Brasilia,Brazil,Bajo,4.2,0,
14241,39375,20260723,2026-07-23,23,Thursday,0,30,7,July,3,2026,2026-07,4723,4724,Cliente_004724,London,United Kingdom,VIP,1374,1375,Mumbai Amelie Eatery,French,Mumbai,India,Medio,3.6,0,
14242,39381,20260415,2026-04-15,15,Wednesday,0,16,4,April,2,2026,2026-04,3792,3793,Cliente_003793,Delhi,India,VIP,1380,1381,Delhi Wok Table,Chinese,Delhi,India,Medio,3.5,1,"Food was okay, delivery took a while."
14243,39385,20260814,2026-08-14,14,Friday,0,33,8,August,3,2026,2026-08,4968,4969,Cliente_004969,Houston,United States,VIP,1384,1385,Houston Maharaja Bistro,Indian,Houston,United States,Alto,4.0,0,
14244,39386,20251010,2025-10-10,10,Friday,0,41,10,October,4,2025,2025-10,4777,4778,Cliente_004778,Bangalore,India,VIP,1385,1386,Los Angeles Olympus Diner,Greek,Los Angeles,United States,Medio,3.2,1,"Average experience, nothing special."
14245,39391,20251109,2025-11-09,9,Sunday,1,46,11,November,4,2025,2025-11,2472,2473,Cliente_002473,Fortaleza,Brazil,EnRiesgo,1390,1391,Fortaleza Wasabi Cafe,Japanese,Fortaleza,Brazil,Bajo,2.9,0,
14246,39393,20260728,2026-07-28,28,Tuesday,0,31,7,July,3,2026,2026-07,1079,1080,Cliente_001080,Tokyo,Japan,Recurrente,1392,1393,Tokyo Vineyard Table,Italian,Tokyo,Japan,Medio,4.1,0,
14247,39394,20260601,2026-06-01,1,Monday,0,23,6,June,2,2026,2026-06,2177,2178,Cliente_002178,Osaka,Japan,VIP,1393,1394,Osaka Levant Kitchen & Bar,Mediterranean,Osaka,Japan,Alto,3.4,0,
14248,39398,20251016,2025-10-16,16,Thursday,0,42,10,October,4,2025,2025-10,4561,4562,Cliente_004562,Osaka,Japan,Recurrente,1397,1398,Osaka Churrascaria Diner,Brazilian,Osaka,Japan,Bajo,2.9,0,
14249,39399,20260713,2026-07-13,13,Monday,0,29,7,July,3,2026,2026-07,1010,1011,Cliente_001011,Tokyo,Japan,VIP,1398,1399,Tokyo Madrid Eatery,Spanish,Tokyo,Japan,Medio,4.4,1,"Really enjoyed this, everything arrived hot."
14250,39402,20260619,2026-06-19,19,Friday,0,25,6,June,2,2026,2026-06,36,37,Cliente_000037,Chennai,India,VIP,1401,1402,Chennai Cantina House,Mexican,Chennai,India,Alto,3.1,1,"It was fine, some items were cold."
14251,39409,20260627,2026-06-27,27,Saturday,1,26,6,June,2,2026,2026-06,2495,2496,Cliente_002496,London,United Kingdom,VIP,1408,1409,London Aegean Bistro,Mediterranean,London,United Kingdom,Medio,3.6,1,"It was fine, some items were cold."
14252,39416,20260224,2026-02-24,24,Tuesday,0,9,2,February,1,2026,2026-02,2437,2438,Cliente_002438,Delhi,India,VIP,1415,1416,Birmingham Acropolis Kitchen,Greek,Birmingham,United Kingdom,Alto,5.0,0,
14253,39420,20250518,2025-05-18,18,Sunday,1,21,5,May,2,2025,2025-05,4502,4503,Cliente_004503,Hyderabad,India,Recurrente,1419,1420,Hyderabad Provence Garden,French,Hyderabad,India,Medio,2.1,1,Delivery was very delayed.
14254,39424,20260128,2026-01-28,28,Wednesday,0,5,1,January,1,2026,2026-01,3155,3156,Cliente_003156,Tokyo,Japan,VIP,1423,1424,Tokyo Olive Corner,Mediterranean,Tokyo,Japan,Medio,3.2,0,
14255,39425,20260827,2026-08-27,27,Thursday,0,35,8,August,3,2026,2026-08,2596,2597,Cliente_002597,Bangalore,India,VIP,1424,1425,Bangalore Cedar Grove Place,Middle Eastern,Bangalore,India,Medio,3.0,0,
14256,39426,20251024,2025-10-24,24,Friday,0,43,10,October,4,2025,2025-10,3490,3491,Cliente_003491,Sao Paulo,Brazil,Recurrente,1425,1426,Sao Paulo Jade House,Chinese,Sao Paulo,Brazil,Alto,3.9,0,
14257,39427,20260707,2026-07-07,7,Tuesday,0,28,7,July,3,2026,2026-07,1689,1690,Cliente_001690,Tokyo,Japan,VIP,1426,1427,Tokyo Bamboo Bowl Cafe,Vietnamese,Tokyo,Japan,Alto,3.0,0,
14258,39428,20250122,2025-01-22,22,Wednesday,0,4,1,January,1,2025,2025-01,2784,2785,Cliente_002785,Salvador,Brazil,Recurrente,1427,1428,Salvador Ipanema Kitchen,Brazilian,Salvador,Brazil,Alto,1.8,0,
14259,39429,20260828,2026-08-28,28,Friday,0,35,8,August,3,2026,2026-08,2287,2288,Cliente_002288,Delhi,India,VIP,1428,1429,Delhi Costa Table,Spanish,Delhi,India,Medio,2.8,1,"It was fine, some items were cold."
14260,39432,20260808,2026-08-08,8,Saturday,1,32,8,August,3,2026,2026-08,1440,1441,Cliente_001441,Delhi,India,VIP,1431,1432,Delhi Fiesta Garden,Mexican,Delhi,India,Medio,3.6,0,
14261,39434,20251007,2025-10-07,7,Tuesday,0,41,10,October,4,2025,2025-10,2596,2597,Cliente_002597,Bangalore,India,VIP,1433,1434,Bangalore Smokehouse Diner,American,Bangalore,India,Alto,2.0,0,
14262,39435,20260823,2026-08-23,23,Sunday,1,35,8,August,3,2026,2026-08,4747,4748,Cliente_004748,London,United Kingdom,VIP,1434,1435,London Lumiere Eatery,French,London,United Kingdom,Bajo,2.5,0,
14263,39436,20250503,2025-05-03,3,Saturday,1,18,5,May,2,2025,2025-05,2896,2897,Cliente_002897,Salvador,Brazil,VIP,1435,1436,Salvador Umami Corner,Japanese,Salvador,Brazil,Medio,5.0,1,"Really enjoyed this, everything arrived hot."
14264,39437,20260306,2026-03-06,6,Friday,0,10,3,March,1,2026,2026-03,1321,1322,Cliente_001322,Tokyo,Japan,Recurrente,1436,1437,Tokyo Chili Place,Thai,Tokyo,Japan,Alto,3.7,0,
14265,39438,20260620,2026-06-20,20,Saturday,1,25,6,June,2,2026,2026-06,4260,4261,Cliente_004261,New York,United States,VIP,1437,1438,New York Basilico House,Italian,New York,United States,Alto,3.1,1,Decent but could be better.
14266,39442,20260810,2026-08-10,10,Monday,0,33,8,August,3,2026,2026-08,4195,4196,Cliente_004196,Sao Paulo,Brazil,Recurrente,1441,1442,Sao Paulo Lotus Leaf Kitchen & Bar,Vietnamese,Sao Paulo,Brazil,Medio,2.5,1,"It was fine, some items were cold."
14267,39443,20250930,2025-09-30,30,Tuesday,0,40,9,September,3,2025,2025-09,2868,2869,Cliente_002869,Rio de Janeiro,Brazil,EnRiesgo,1442,1443,Rio de Janeiro Samba Grill,Brazilian,Rio de Janeiro,Brazil,Medio,3.4,0,
14268,39445,20260222,2026-02-22,22,Sunday,1,9,2,February,1,2026,2026-02,2852,2853,Cliente_002853,Delhi,India,VIP,1444,1445,Delhi Masala Bistro,Indian,Delhi,India,Alto,3.7,1,"It was fine, some items were cold."
14269,39446,20260708,2026-07-08,8,Wednesday,0,28,7,July,3,2026,2026-07,228,229,Cliente_000229,Delhi,India,Recurrente,1445,1446,Delhi Opa Diner,Greek,Delhi,India,Alto,2.3,0,
14270,39447,20260409,2026-04-09,9,Thursday,0,15,4,April,2,2026,2026-04,1846,1847,Cliente_001847,Delhi,India,Recurrente,1446,1447,Delhi Salsa Eatery,Mexican,Delhi,India,Bajo,3.2,1,Decent but could be better.
14271,39451,20251227,2025-12-27,27,Saturday,1,52,12,December,4,2025,2025-12,1894,1895,Cliente_001895,Sao Paulo,Brazil,VIP,1450,1451,Sao Paulo Koi Cafe,Japanese,Sao Paulo,Brazil,Bajo,3.1,1,"Average experience, nothing special."
14272,39452,20260810,2026-08-10,10,Monday,0,33,8,August,3,2026,2026-08,4708,4709,Cliente_004709,Tokyo,Japan,VIP,1451,1452,Tokyo Siam Kitchen,Thai,Tokyo,Japan,Bajo,3.7,1,"Food was okay, delivery took a while."
14273,39453,20260816,2026-08-16,16,Sunday,1,34,8,August,3,2026,2026-08,4767,4768,Cliente_004768,Tokyo,Japan,Recurrente,1452,1453,Tokyo Nonna Table,Italian,Tokyo,Japan,Medio,2.4,1,Delivery was very delayed.
14274,39458,20251026,2025-10-26,26,Sunday,1,44,10,October,4,2025,2025-10,5360,5361,Cliente_005361,New York,United States,VIP,1457,1458,New York Copacabana Diner,Brazilian,New York,United States,Medio,2.6,0,
14275,39459,20260828,2026-08-28,28,Friday,0,35,8,August,3,2026,2026-08,1801,1802,Cliente_001802,Tokyo,Japan,Recurrente,1458,1459,Tokyo Ibiza Eatery,Spanish,Tokyo,Japan,Medio,3.5,1,"Average experience, nothing special."
14276,39460,20251001,2025-10-01,1,Wednesday,0,40,10,October,4,2025,2025-10,5841,5842,Cliente_005842,London,United Kingdom,VIP,1459,1460,London Curry Leaf Corner,Indian,London,United Kingdom,Medio,1.9,1,Order arrived late and cold.
14277,39468,20241224,2024-12-24,24,Tuesday,0,52,12,December,4,2024,2024-12,2434,2435,Cliente_002435,Chicago,United States,VIP,1467,1468,Chicago Roma Garden,Italian,Chicago,United States,Bajo,4.1,1,Consistently good quality.
14278,39475,20260204,2026-02-04,4,Wednesday,0,6,2,February,1,2026,2026-02,4227,4228,Cliente_004228,Osaka,Japan,EnRiesgo,1474,1475,Osaka Tandoor Cafe,Indian,Osaka,Japan,Medio,2.2,0,
14279,39476,20260403,2026-04-03,3,Friday,0,14,4,April,2,2026,2026-04,2653,2654,Cliente_002654,Rio de Janeiro,Brazil,EnRiesgo,1475,1476,Rio de Janeiro Aegean Blue Kitchen,Greek,Rio de Janeiro,Brazil,Alto,5.0,0,
14280,39478,20241020,2024-10-20,20,Sunday,1,43,10,October,4,2024,2024-10,2281,2282,Cliente_002282,Fortaleza,Brazil,VIP,1477,1478,Fortaleza Dosan Kitchen & Bar,Korean,Fortaleza,Brazil,Alto,2.6,0,
14281,39479,20250813,2025-08-13,13,Wednesday,0,33,8,August,3,2025,2025-08,3841,3842,Cliente_003842,Chicago,United States,VIP,1478,1479,Chicago Classic Grill,American,Chicago,United States,Medio,4.3,1,"Loved it, definitely recommend."
14282,39480,20260801,2026-08-01,1,Saturday,1,31,8,August,3,2026,2026-08,3280,3281,Cliente_003281,London,United Kingdom,Recurrente,1479,1480,London Bistro Garden,French,London,United Kingdom,Alto,3.1,0,
14283,39486,20260614,2026-06-14,14,Sunday,1,25,6,June,2,2026,2026-06,2438,2439,Cliente_002439,Houston,United States,Recurrente,1485,1486,Houston Dynasty House,Chinese,Houston,United States,Medio,3.7,1,"It was fine, some items were cold."
14284,39487,20260816,2026-08-16,16,Sunday,1,34,8,August,3,2026,2026-08,2796,2797,Cliente_002797,Delhi,India,VIP,1486,1487,Delhi Lantern Cafe,Vietnamese,Delhi,India,Alto,2.8,1,"Average experience, nothing special."
14285,39490,20260810,2026-08-10,10,Monday,0,33,8,August,3,2026,2026-08,1451,1452,Cliente_001452,Mumbai,India,VIP,1489,1490,Mumbai Saffron Kitchen & Bar,Indian,Mumbai,India,Alto,3.7,0,
14286,39493,20260516,2026-05-16,16,Saturday,1,20,5,May,2,2026,2026-05,4153,4154,Cliente_004154,New York,United States,Recurrente,1492,1493,New York Charcoal Bistro,Korean,New York,United States,Bajo,5.0,1,"Loved it, definitely recommend."
14287,39496,20260819,2026-08-19,19,Wednesday,0,34,8,August,3,2026,2026-08,5495,5496,Cliente_005496,Nagoya,Japan,Recurrente,1495,1496,Nagoya Sakura Corner,Japanese,Nagoya,Japan,Alto,2.6,0,
14288,39497,20250730,2025-07-30,30,Wednesday,0,31,7,July,3,2025,2025-07,3561,3562,Cliente_003562,Mumbai,India,Recurrente,1496,1497,Mumbai Orchid Place,Thai,Mumbai,India,Bajo,4.0,1,"Great food, fast delivery, will order again."
14289,39498,20260808,2026-08-08,8,Saturday,1,32,8,August,3,2026,2026-08,1990,1991,Cliente_001991,Sao Paulo,Brazil,VIP,1497,1498,Hyderabad Piazza House,Italian,Hyderabad,India,Alto,3.1,0,
14290,39499,20260826,2026-08-26,26,Wednesday,0,35,8,August,3,2026,2026-08,641,642,Cliente_000642,London,United Kingdom,Recurrente,1498,1499,Chennai Sunset Cafe,Mediterranean,Chennai,India,Alto,4.3,0,
14291,39501,20260326,2026-03-26,26,Thursday,0,13,3,March,1,2026,2026-03,5594,5595,Cliente_005595,Chennai,India,VIP,1500,1501,Chennai Wok Table,Chinese,Chennai,India,Bajo,3.3,0,
14292,39511,20250629,2025-06-29,29,Sunday,1,27,6,June,2,2025,2025-06,877,878,Cliente_000878,Sao Paulo,Brazil,VIP,1510,1511,Sao Paulo Wasabi Cafe,Japanese,Sao Paulo,Brazil,Bajo,2.7,1,"Food was okay, delivery took a while."
14293,39520,20250705,2025-07-05,5,Saturday,1,27,7,July,3,2025,2025-07,1703,1704,Cliente_001704,Brasilia,Brazil,VIP,1519,1520,Tokyo Spice Corner,Indian,Tokyo,Japan,Alto,3.9,0,
14294,39521,20250603,2025-06-03,3,Tuesday,0,23,6,June,2,2025,2025-06,2251,2252,Cliente_002252,Mumbai,India,VIP,1520,1521,Mumbai Santorini Place,Greek,Mumbai,India,Alto,3.3,1,"Food was okay, delivery took a while."
14295,39524,20250314,2025-03-14,14,Friday,0,11,3,March,1,2025,2025-03,336,337,Cliente_000337,Sao Paulo,Brazil,VIP,1523,1524,Sao Paulo Uptown Kitchen,American,Sao Paulo,Brazil,Bajo,4.1,1,"Great food, fast delivery, will order again."
14296,39525,20251127,2025-11-27,27,Thursday,0,48,11,November,4,2025,2025-11,4338,4339,Cliente_004339,Sao Paulo,Brazil,VIP,1524,1525,Sao Paulo Cheri Table,French,Sao Paulo,Brazil,Alto,3.7,0,
14297,39538,20260328,2026-03-28,28,Saturday,1,13,3,March,1,2026,2026-03,5411,5412,Cliente_005412,Birmingham,United Kingdom,VIP,1537,1538,Birmingham Hanok Kitchen & Bar,Korean,Birmingham,United Kingdom,Medio,4.5,0,
14298,39539,20241128,2024-11-28,28,Thursday,0,48,11,November,4,2024,2024-11,2172,2173,Cliente_002173,Mumbai,India,EnRiesgo,1538,1539,Mumbai Diner Grill,American,Mumbai,India,Bajo,2.5,0,
14299,39542,20260710,2026-07-10,10,Friday,0,28,7,July,3,2026,2026-07,4641,4642,Cliente_004642,London,United Kingdom,VIP,1541,1542,Rio de Janeiro Jasmine Diner,Thai,Rio de Janeiro,Brazil,Bajo,3.0,0,
